serverName`appcodefinal`parentName`DeviceType`VirtualHostName`OnesourceClusterName`DataCentre`HostedAppcode
SE141303`4C00`N/A`N/A`N/A`N/A`SCC`4C00
SE141304`4C00`N/A`N/A`N/A`N/A`SCC`4C00
SE300812`4C00`N/A`N/A`SE398552V`SCC-CLU-PROD-04`SCC`4C00
SE300813`4C00`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`4C00
SE300818`WJQ0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`WJQ0
SE300819`ZNE0`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`ZNE0
SE300846`YLX0`N/A`N/A`SE109308V`SCC-CLU-V51-PROD-NFS-01`SCC`YLX0
SE300976V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-DR-01`SCC`YLX0
SE300977V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-DR-01`SCC`YLX0
SE304138`SNU0`N/A`N/A`SE300989V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304139`SNU0`N/A`N/A`SE300987V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304140`SNU0`N/A`N/A`SE300989V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304141`SNU0`N/A`N/A`SE300989V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304148`YLX0`N/A`N/A`SE300987V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304149`YLX0`N/A`N/A`SE300989V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304175`ZGD0`N/A`N/A`SE300986V`SCC-CLU-V51-PROD-NFS-01`SCC`ZGD0
SE304176`ZGD0`N/A`N/A`SE109309V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304177`ZGD0`N/A`N/A`SE300986V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304186`YYK0`N/A`N/A`SE114311V`SCC-CLU-PROD-UCS-NFS-01`SCC`YYK0
SE304194`YWH0`N/A`N/A`SE300986V`SCC-CLU-V51-PROD-NFS-01`SCC`YWH0
SE304197`UNM0`N/A`N/A`SE114309V`SCC-CLU-PROD-UCS-NFS-01`SCC`UNM0
SE304201`H600`N/A`N/A`SE300987V`SCC-CLU-V51-PROD-NFS-01`SCC`N/A
SE304203`YLX0`N/A`N/A`SE119187V`SCC-CLU-PROD-UCS-NFS-01`SCC`YLX0
SE304204`YLX0`N/A`N/A`SE115196V`SCC-CLU-PROD-UCS-NFS-01`SCC`YLX0
SE304209`R100`N/A`N/A`SE114307V`SCC-CLU-PROD-UCS-NFS-01`SCC`R100
SE304210`R100`N/A`N/A`SE114311V`SCC-CLU-PROD-UCS-NFS-01`SCC`R100
SE304211`YSR0`N/A`N/A`SE114309V`SCC-CLU-PROD-UCS-NFS-01`SCC`YSR0
SE304212`YSR0`N/A`N/A`SE114309V`SCC-CLU-PROD-UCS-NFS-01`SCC`YSR0
SE304218`YDR0`N/A`N/A`SE114312V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDR0
SE304400`YWH0`N/A`N/A`SE300920V`GCC-CLU-V51-PROD-NFS-01`SCC`YWH0
SE304401`YWH0`N/A`N/A`SE300920V`GCC-CLU-V51-PROD-NFS-01`SCC`YWH0
SE396898`UCG0`N/A`N/A`SE110013V`SCC-CLU-PROD-04`SCC`UCG0
SE396899`UGH0`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`UCG0
SE396900`UCG0`N/A`N/A`SE398552V`SCC-CLU-PROD-04`SCC`UCG0
SE396901`UCG0`N/A`N/A`SE398552V`SCC-CLU-PROD-04`SCC`UCG0
SE396902`UCG0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`UCG0
SE396903`UCG0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`UCG0
SE396904`UCG0`N/A`N/A`SE300980V`SCC-CLU-PROD-04`SCC`UCG0
SE396905`UCG0`N/A`N/A`SE398549V`SCC-CLU-PROD-04`SCC`UCG0
SE396906`UCG0`N/A`N/A`SE300966V`SCC-CLU-PROD-HC-02`SCC`UCG0
SE396907`UCG0`N/A`N/A`SE300966V`SCC-CLU-PROD-HC-02`SCC`UCG0
SE396922`SDZ0`N/A`N/A`SE109312V`SCC-CLU-V51-PROD-NFS-02`SCC`SDZ0
SE396923`SDZ0`N/A`N/A`SE109308V`SCC-CLU-V51-PROD-NFS-02`SCC`SDZ0,YLX0
SE396928`SGL0`N/A`N/A`SE398551V`SCC-CLU-PROD-04`SCC`UCG0
SE396929`UCG0`N/A`N/A`SE300980V`SCC-CLU-PROD-04`SCC`UCG0
SE396930`UCG0`N/A`N/A`SE398552V`SCC-CLU-PROD-04`SCC`UCG0
SE396931`UCG0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`UCG0
SE396936`UCG0`N/A`N/A`SE300980V`SCC-CLU-PROD-04`SCC`UCG0
SE396937`DY00`N/A`N/A`SE398552V`SCC-CLU-PROD-04`SCC`DY00
SE396957`ZAW0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`ZAW0
SE396961`ZJP0`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`YLX0
SE396973`ZJP0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`YLX0
SE396974`ZJP0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`YLX0
SE396975`ZJP0`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`YLX0
SE396976`ZNE0`N/A`N/A`SE398549V`SCC-CLU-PROD-04`SCC`ZNE0
SE396979`WJQ0`N/A`N/A`SE398552V`SCC-CLU-PROD-04`SCC`WJQ0
SE396998`LR00`sccsfrms06`SWITCH-ROUTER`SE397498V`SCC-CLU-PROD-TS-01`SCC`LR00
SE396999`LR00`sccsfrms06`SWITCH-ROUTER`SE397501V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397000`LR00`sccsfrms06`SWITCH-ROUTER`SE397505V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397001`LR00`sccsfrms06`SWITCH-ROUTER`SE397500V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397002`LR00`sccsfrms06`SWITCH-ROUTER`SE397505V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397003`LR00`sccsfrms06`SWITCH-ROUTER`SE397505V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397004`LR00`sccsfrms06`SWITCH-ROUTER`SE397503V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397005`LR00`sccsfrms06`SWITCH-ROUTER`SE109810V`SCC-CLU-PROD-TS-02`SCC`LR00
SE397006`LR00`sccsfrms06`SWITCH-ROUTER`SE397498V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397007`LR00`sccsfrms06`SWITCH-ROUTER`SE397499V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397008`LR00`sccsfrms06`SWITCH-ROUTER`SE397504V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397009`LR00`sccsfrms06`SWITCH-ROUTER`SE397499V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397010`LR00`sccsfrms06`SWITCH-ROUTER`SE397505V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397021`LR00`sccsfrms06`SWITCH-ROUTER`SE397502V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397023`LR00`N/A`N/A`SE397507V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397024`LR00`sccsfrms06`SWITCH-ROUTER`SE397506V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397025`LR00`sccsfrms06`SWITCH-ROUTER`SE397498V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397026`LR00`sccsfrms06`SWITCH-ROUTER`SE109809V`SCC-CLU-PROD-TS-02`SCC`LR00
SE397027`LR00`sccsfrms06`SWITCH-ROUTER`SE109807V`SCC-CLU-PROD-TS-02`SCC`LR00
SE397029`LR00`sccsfrms06`SWITCH-ROUTER`SE397505V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397030`LR00`sccsfrms06`SWITCH-ROUTER`SE397500V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397031`LR00`sccsfrms06`SWITCH-ROUTER`SE397499V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397032`LR00`sccsfrms06`SWITCH-ROUTER`SE397498V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397033`LR00`sccsfrms06`SWITCH-ROUTER`SE397502V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397034`LR00`sccsfrms06`SWITCH-ROUTER`SE397502V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397035`LR00`sccsfrms06`SWITCH-ROUTER`SE397503V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397036`LR00`sccsfrms06`SWITCH-ROUTER`SE397502V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397037`LR00`sccsfrms06`SWITCH-ROUTER`SE397502V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397038`LR00`sccsfrms06`SWITCH-ROUTER`SE397502V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397039`LR00`sccsfrms06`SWITCH-ROUTER`SE397500V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397040`LR00`sccsfrms06`SWITCH-ROUTER`SE397503V`SCC-CLU-PROD-TS-01`SCC`LR00
SE397198`LR00`N/A`N/A`SE300968V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397200`LR00`N/A`N/A`SE398633V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397202`LR00`N/A`N/A`SE398557V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397203`LR00`N/A`N/A`SE398555V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397204`LR00`N/A`N/A`SE398549V`SCC-CLU-PROD-04`SCC`LR00
SE397205`LR00`N/A`N/A`SE398631V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397206`LR00`N/A`N/A`SE300969V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397208`LR00`N/A`N/A`SE300970V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397209`LR00`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`LR00
SE397210`LR00`N/A`N/A`SE300970V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397211`LR00`N/A`N/A`SE300980V`SCC-CLU-PROD-04`SCC`LR00
SE397212`LR00`N/A`N/A`SE398633V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397213`LR00`N/A`N/A`SE300970V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397217`LR00`N/A`N/A`SE300970V`SCC-CLU-PROD-HC-02`SCC`LR00
SE397218`LR00`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`LR00
SE397249`ZXM0`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`ZXM0
SE397284`UTG0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`UTG0
SE397285`UTG0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`UTG0
SE397337`ZOW0`N/A`N/A`SE398548V`SCC-CLU-PROD-04`SCC`ZOW0
SE397347`ZJP0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`ZJP0
SE397348`ZJP0`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`ZJP0
SE397349`ZJP0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`ZJP0
SE397350`ZJP0`N/A`N/A`SE109314V`SCC-CLU-PROD-NHT-01`SCC`ZJP0
SE397351`ZJP0`N/A`N/A`SE398551V`SCC-CLU-PROD-04`SCC`ZJP0
SE397353`ZJP0`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`ZJP0
SE397354`ZJP0`N/A`N/A`SE398548V`SCC-CLU-PROD-04`SCC`ZJP0
SE397355`ZJP0`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`ZJP0
SE397357`VKL0`N/A`N/A`SE398555V`SCC-CLU-PROD-HC-02`SCC`VKL0
SE397358`VKL0`N/A`N/A`SE398636V`SCC-CLU-PROD-HC-02`SCC`VKL0
SE397362`PR00`N/A`N/A`SE398551V`SCC-CLU-PROD-04`SCC`PR00
SE397363`PR00`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`PR00
SE397370`SIN0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`SIN0
SE397386`YLX0`N/A`N/A`SE300986V`SCC-CLU-V51-PROD-NFS-01`SCC`YLX0
SE397407`ZJP0`N/A`N/A`SE300988V`SCC-CLU-V51-PROD-NFS-01`SCC`ZJP0
SE397408`ZJP0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`ZJP0
SE397409`ZJP0`N/A`N/A`SE300989V`SCC-CLU-V51-PROD-NFS-01`SCC`ZJP0
SE397410`ZJP0`N/A`N/A`SE109313V`SCC-CLU-PROD-04`SCC`ZJP0
SE397413`ZJP0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`ZJP0
SE397416`ZJP0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`ZJP0
SE397417`ZJP0`N/A`N/A`SE300980V`SCC-CLU-PROD-04`SCC`ZJP0
SE397418`ZJP0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`ZJP0
SE397419`ZJP0`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`ZJP0
SE397423`4C00`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`4C00
SE397426`ZAO0`N/A`N/A`SE398553V`SCC-CLU-PROD-04`SCC`ZAO0,UKQ0,YOX0
SE397503V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-TS-01`SCC`YLX0
SE397504V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-TS-01`SCC`YLX0
SE397505V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-TS-01`SCC`YLX0
SE397506V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-TS-01`SCC`YLX0
SE397507V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`SCC-CLU-PROD-TS-01`SCC`YLX0
SE398537V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`N/A`SCC`YLX0
SE398538V`YLX0`sccsfrms05`SWITCH-ROUTER`N/A`N/A`SCC`YLX0
SE400035`WIO0`N/A`N/A`SE121032V`SCC-CLU-PROD-UCS-SAN-01`SCC`WIO0
SE410001`YNM0`N/A`N/A`SE398635V`SCC-CLU-PROD-HC-02`SCC`YNM0
SE410002`YNM0`N/A`N/A`SE398633V`SCC-CLU-PROD-HC-02`SCC`YNM0
SE410020`WIO0`N/A`N/A`N/A`N/A`SCC`WIO0
SE410021`WIO0`N/A`N/A`N/A`N/A`SCC`WIO0
SE410022`WIO0`N/A`N/A`N/A`N/A`SCC`WIO0
SE410023`WIO0`N/A`N/A`N/A`N/A`SCC`WIO0
SE410039`VKK0`N/A`N/A`SE398557V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410040`VKK0`N/A`N/A`SE398633V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410042`VKK0`N/A`N/A`SE398636V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410043`VKK0`N/A`N/A`SE115007V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410044`VKK0`N/A`N/A`SE398635V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410047`VKK0`N/A`N/A`SE300968V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410050`VKK0`N/A`N/A`SE398556V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410054`VKK0`N/A`N/A`SE398555V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410055`VKK0`N/A`N/A`SE300969V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410056`VKK0`N/A`N/A`SE398557V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410057`VKK0`N/A`N/A`SE398634V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410062`VKK0`N/A`N/A`SE398555V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410063`VKK0`N/A`N/A`N/A`N/A`SCC`VKK0
SE410064`VKK0`N/A`N/A`SE300970V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410065`VKK0`N/A`N/A`SE398631V`SCC-CLU-PROD-HC-02`SCC`VKK0
SE410080`VLD0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`VLD0
SE410087`WDQ0`N/A`N/A`SE398548V`SCC-CLU-PROD-04`SCC`WDQ0
SE410091`ZJP0`N/A`N/A`SE300978V`SCC-CLU-PROD-04`SCC`ZPM0,ZJP0
SE410097`ZJP0`N/A`N/A`SE300980V`SCC-CLU-PROD-04`SCC`N/A
SE410099`XCY0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`XCY0
SE441119`USH0`N/A`N/A`S3W02357V`SCC-CLU-PROD-02`SCC`USH0
SE441258`XZL0`N/A`N/A`SE398520V`SCC-CLU-PROD-03`SCC`XZL0
SE441294`LR00`sccsfrms06`SWITCH-ROUTER`SE109807V`SCC-CLU-PROD-TS-02`SCC`LR00
SE441340`YKE0`N/A`N/A`SE398506V`SCC-CLU-PROD-01`SCC`YKE0
SE441386`YNY0`N/A`N/A`S3W02356V`SCC-CLU-PROD-02`SCC`YNY0
SE441387`YNY0`N/A`N/A`S3W02355V`SCC-CLU-PROD-01`SCC`YNY0
SE441394`THK0`N/A`N/A`S3W02328-SC`GCC-CLU-DR01`SCC`THK0
SE441396`VKK0`N/A`N/A`S3W02327-SC`GCC-CLU-DR01`SCC`VKK0
SE441397`VKK0`N/A`N/A`SE398535V`SCC-CLU-PROD-02`SCC`VKK0
SE441448`ZPM0`N/A`N/A`SE398519V`SCC-CLU-PROD-02`SCC`ZPM0
SE441459`WRH0`N/A`N/A`SE398512V`SCC-CLU-PROD-01`SCC`WRH0
SE441478`ZLH0`N/A`N/A`S3W02359V`SCC-CLU-PROD-02`SCC`ZLH0
SE449052`VKK0`N/A`N/A`SE398514V`SCC-CLU-PROD-01`SCC`VKK0
SE449215`YQF0`N/A`N/A`SE398534V`SCC-CLU-PROD-01`SCC`YQF0
SE449252`VKK0`N/A`N/A`SE398530V`SCC-CLU-PROD-03`SCC`VKK0
SE449263`ZRM0`N/A`N/A`SE398534V`SCC-CLU-PROD-01`SCC`SHN0,ZRM0
SE449434`WOZ0`N/A`N/A`SE300979V`SCC-CLU-PROD-04`SCC`WOZ0
SE449438`WPH0`N/A`N/A`S3W02324-SC`GCC-CLU-PROD-02`SCC`WPH0
SE500145`7A00`N/A`N/A`SE398525V`SCC-CLU-PROD-02`SCC`7A00
SE500146`7A00`N/A`N/A`S3W02356V`SCC-CLU-PROD-02`SCC`7A00
SE500147`7A00`N/A`N/A`SE398525V`SCC-CLU-PROD-02`SCC`7A00
SE500148`7A00`N/A`N/A`S3W02357V`SCC-CLU-PROD-02`SCC`7A00
SE500149`7A00`N/A`N/A`S3W02360V`SCC-CLU-PROD-03`SCC`7A00
SEW00100`ZPM0`N/A`N/A`SE398525V`SCC-CLU-PROD-02`SCC`ZPM0
SEW00282`YDN0`sccsfrms05`SWITCH-ROUTER`SE398442V`SCC-CLU-PROD-EXCHANGE-01`SCC`YDN0
SEW00283`YDN0`sccsfrms06`SWITCH-ROUTER`SE398437V`SCC-CLU-PROD-EXCHANGE-02`SCC`YDN0
SEW00284`YDN0`sccsfrms06`SWITCH-ROUTER`SE398430V`SCC-CLU-PROD-EXCHANGE-01`SCC`YDN0
SEW00285`YDN0`sccsfrms05`SWITCH-ROUTER`SE398443V`SCC-CLU-PROD-EXCHANGE-02`SCC`YDN0
SEW00500`ZPM0`N/A`N/A`SE398513V`SCC-CLU-PROD-01`SCC`ZPM0
SEW03456`ZOE0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`ZOE0
SEW03543`ZOE0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`ZOE0
SEW03544`ZOE0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`ZOE0
SEW03985`ZOE0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`ZOE0
SEW03986`ZOE0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`ZOE0
SEW05120`YND0`sccsfrms05`SWITCH-ROUTER`SE114303V`SCC-CLU-PROD-UCS-NFS-01`SCC`YND0
SEW05121`YND0`sccsfrms05`SWITCH-ROUTER`SE114303V`SCC-CLU-PROD-UCS-NFS-01`SCC`YND0
SEW05126`YND0`sccsfrms05`SWITCH-ROUTER`SE112071V`SCC-CLU-PROD-NHT-01`SCC`YND0
SEW05127`YND0`sccsfrms05`SWITCH-ROUTER`SE112073V`SCC-CLU-PROD-NHT-SAN-01`SCC`YND0
SEW06540`YWQ0`N/A`N/A`N/A`N/A`SCC`ZNP0,WOK0,ZPX0
SEW07191`ZNE0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`ZNE0
SEW07208`ZPM0`N/A`N/A`SE398521V`SCC-CLU-PROD-03`SCC`ZPM0
SEW07212`VKL0`N/A`N/A`S3W02364V`SCC-CLU-PROD-HC-01`SCC`VKL0
SEW07290`XZL0`N/A`N/A`S3W02354V`SCC-CLU-PROD-01`SCC`XZL0
SEW07302`ZAI0`N/A`N/A`SE109310V`SCC-CLU-V51-PROD-NFS-02`SCC`ZAI0
SEW07303`ZAI0`N/A`N/A`SE109308V`SCC-CLU-V51-PROD-NFS-02`SCC`ZAI0
SEW07430`YLX0`N/A`N/A`SE398501V`SCC-CLU-PROD-01`SCC`UQJ0
SEW12100`YDN0`N/A`N/A`SE114303V`SCC-CLU-PROD-SCCM-01`SCC`YDN0
SEW12105`YDN0`sccsfrms02`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12200`YDN0`sccsfrms03`SWITCH-ROUTER`SE113410V`SCC-CLU-PROD-UCS-NFS-01`SCC`N/A
SEW12201`YDN0`sccsfrms03`SWITCH-ROUTER`SE115198V`SCC-CLU-PROD-UCS-NFS-01`SCC`N/A
SEW12202`YDN0`sccsfrms03`SWITCH-ROUTER`SE119187V`SCC-CLU-PROD-UCS-NFS-01`SCC`N/A
SEW12203`YDN0`sccsfrms03`SWITCH-ROUTER`SE113410V`SCC-CLU-PROD-UCS-NFS-01`SCC`N/A
SEW12208`YDN0`N/A`N/A`SE115200V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW12209`YDN0`N/A`N/A`SE114312V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW12258`YDN0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12259`YDN0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12260`YDN0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12261`YDN0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12262`YDN0`sccsfrms03`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12416`YDN0`N/A`N/A`SE115196V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW12421`YDN0`N/A`N/A`SE114312V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW12700`YDN0`sccsfrms07`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12709`YDN0`sccsfrms11`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW12850`YDN0`N/A`N/A`N/A`N/A`SCC`N/A
SEW12851`YDN0`N/A`N/A`N/A`N/A`SCC`N/A
SEW12865`YDN0`N/A`N/A`SE115200V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW12930`YDN0`N/A`N/A`N/A`N/A`SCC`N/A
SEW28103`YDN0`N/A`N/A`SE300986V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28209`YDN0`N/A`N/A`SE398549V`SCC-CLU-PROD-04`SCC`YDN0
SEW28210`YDN0`N/A`N/A`SE398554V`SCC-CLU-PROD-04`SCC`YDN0
SEW28211`YDN0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`YDN0
SEW28230`YDN0`sccsfrms11`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW28250`YDN0`N/A`N/A`SE114312V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW28251`YDN0`N/A`N/A`SE300989V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28253`YDN0`sccsfrms05`SWITCH-ROUTER`SE300988V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28307`YDN0`N/A`N/A`SE300987V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28309`YDN0`sccsfrms11`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW28316`YDN0`N/A`N/A`SE109310V`SCC-CLU-V51-PROD-NFS-02`SCC`YDN0
SEW28317`YDN0`N/A`N/A`SE109311V`SCC-CLU-V51-PROD-NFS-02`SCC`YDN0
SEW28318`YDN0`N/A`N/A`SE109311V`SCC-CLU-V51-PROD-NFS-02`SCC`YDN0
SEW28320`YDN0`N/A`N/A`SE114309V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW28407`YDN0`N/A`N/A`SE300988V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28415`YDN0`N/A`N/A`SE113406V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW28504`YDN0`sccsfrms12`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW28505`YDN0`N/A`N/A`SE300987V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28510`YDN0`N/A`N/A`SE109310V`SCC-CLU-V51-PROD-NFS-02`SCC`YDN0
SEW28512`YDN0`N/A`N/A`SE114308V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW28607`YDN0`N/A`N/A`SE300986V`SCC-CLU-V51-PROD-NFS-01`SCC`YDN0
SEW28621`YDN0`N/A`N/A`SE109307V`SCC-CLU-V51-PROD-NFS-02`SCC`YDN0
SEW28627`YDN0`N/A`N/A`SE114311V`SCC-CLU-PROD-UCS-NFS-01`SCC`YDN0
SEW28701`YDN0`N/A`N/A`SE398511V`SCC-CLU-PROD-HC-01`SCC`YDN0
SEW28704`YDN0`N/A`N/A`SE300968V`SCC-CLU-PROD-HC-02`SCC`YDN0
SEW28705`YDN0`N/A`N/A`SE398634V`SCC-CLU-PROD-HC-02`SCC`YDN0
SEW28708`YDN0`sccsfrms12`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW28710`YDN0`N/A`N/A`SE109308V`SCC-CLU-V51-PROD-NFS-02`SCC`YDN0
SEW28930`YDN0`sccsfrms02`SWITCH-ROUTER`N/A`N/A`SCC`YDN0
SEW28931`YDN0`N/A`N/A`SE398548V`SCC-CLU-PROD-04`SCC`YDN0
SKCA-001`YND0`sccsfrms05`SWITCH-ROUTER`SE112072V`SCC-CLU-PROD-NHT-SAN-01`SCC`YND0
SKCA-003`YND0`N/A`N/A`SE398550V`SCC-CLU-PROD-04`SCC`YND0
SKCA-DS2`YND0`N/A`N/A`SE112072V`SCC-CLU-PROD-NHT-SAN-01`SCC`YND0
SKOJ-300`YND0`sccsfrms05`SWITCH-ROUTER`SE109311V`SCC-CLU-V51-PROD-NFS-02`SCC`YND0
SKSJ-312`YND0`sccsfrms05`SWITCH-ROUTER`SE112073V`SCC-CLU-PROD-NHT-SAN-01`SCC`YND0
STRCLVAUTO001`ZZI0`N/A`N/A`N/A`N/A`SCC`N/A
